party;newspaper;politician;count;mean;score
CDU;www.sueddeutsche.de;Thomas Strobl;452;-0.104;-103
CDU;www.sueddeutsche.de;Thomas de Maizière;479;-0.1542;-154
CDU;www.sueddeutsche.de;Tobias Hans;56;-0.0868;-86
CDU;www.sueddeutsche.de;Ursula von der Leyen;348;-0.0703;-70
CDU;www.sueddeutsche.de;Volker Bouffier;246;-0.0478;-47
CDU;www.sueddeutsche.de;Volker Kauder;137;-0.1067;-106
CDU;www.sueddeutsche.de;Wolfgang Schäuble;354;-0.0599;-59
CDU;www.tagesschau.de;Angela Merkel;1371;-0.0952;-95
CDU;www.tagesschau.de;Annegret Kramp-Karrenbauer;118;-0.0244;-24
CDU;www.tagesschau.de;Armin Laschet;60;-0.0607;-60
CDU;www.tagesschau.de;CDU;1048;-0.0791;-79
CDU;www.tagesschau.de;Helge Braun;109;0.0079;7
CDU;www.tagesschau.de;Hermann Gröhe;49;-0.0749;-74
CDU;www.tagesschau.de;Jens Spahn;179;-0.0667;-66
CDU;www.tagesschau.de;Julia Klöckner;94;-0.059;-58
CDU;www.tagesschau.de;Junge Union;51;-0.0614;-61
CDU;www.tagesschau.de;Peter Altmaier;180;-0.0399;-39
CDU;www.tagesschau.de;Peter Tauber;31;-0.0886;-88
CDU;www.tagesschau.de;Thomas de Maizière;114;-0.2341;-234
CDU;www.tagesschau.de;Ursula von der Leyen;144;-0.0221;-22
CDU;www.tagesschau.de;Volker Kauder;101;-0.0631;-63
CDU;www.tagesschau.de;Wolfgang Schäuble;82;-0.0753;-75
CDU;www.tagesspiegel.de;Angela Merkel;3119;-0.1405;-140
CDU;www.tagesspiegel.de;Annegret Kramp-Karrenbauer;156;-0.0341;-34
CDU;www.tagesspiegel.de;Armin Laschet;176;-0.058;-58
CDU;www.tagesspiegel.de;CDU;3464;-0.0834;-83
CDU;www.tagesspiegel.de;Daniel Günther;57;-0.0248;-24
CDU;www.tagesspiegel.de;Helmut Kohl;152;-0.0379;-37
CDU;www.tagesspiegel.de;Hermann Gröhe;101;-0.078;-77
CDU;www.tagesspiegel.de;Jens Spahn;302;-0.0731;-73
CDU;www.tagesspiegel.de;Johanna Wanka;54;0.0444;44
CDU;www.tagesspiegel.de;Julia Klöckner;106;-0.1256;-125
CDU;www.tagesspiegel.de;Junge Union;77;-0.0782;-78
CDU;www.tagesspiegel.de;Kai Wegner;51;-0.0415;-41
CDU;www.tagesspiegel.de;Michael Grosse-Brömer;35;-0.0203;-20
CDU;www.tagesspiegel.de;Michael Kretschmer;54;-0.0659;-65
CDU;www.tagesspiegel.de;Monika Grütters;189;-0.0209;-20
CDU;www.tagesspiegel.de;Norbert Lammert;46;-0.0759;-75
CDU;www.tagesspiegel.de;Norbert Röttgen;33;-0.2101;-210
CDU;www.tagesspiegel.de;Ole Schröder;111;-0.0792;-79
CDU;www.tagesspiegel.de;Paul Ziemiak;31;-0.0771;-77
CDU;www.tagesspiegel.de;Peter Altmaier;239;-0.0998;-99
CDU;www.tagesspiegel.de;Peter Tauber;97;-0.1087;-108
CDU;www.tagesspiegel.de;Thomas Strobl;46;-0.1659;-165
CDU;www.tagesspiegel.de;Thomas de Maizière;488;-0.1794;-179
CDU;www.tagesspiegel.de;Ursula von der Leyen;220;-0.1386;-138
CDU;www.tagesspiegel.de;Volker Bouffier;46;-0.0537;-53
CDU;www.tagesspiegel.de;Volker Kauder;158;-0.1244;-124
CDU;www.tagesspiegel.de;Wolfgang Schäuble;444;-0.0755;-75
CDU;www.taz.de;Angela Merkel;3030;-0.1678;-167
CDU;www.taz.de;Annegret Kramp-Karrenbauer;121;-0.0384;-38
CDU;www.taz.de;Armin Laschet;113;-0.0941;-94
CDU;www.taz.de;CDU;3781;-0.1111;-111
CDU;www.taz.de;Daniel Günther;79;-0.058;-58
CDU;www.taz.de;Helmut Kohl;138;-0.1073;-107
CDU;www.taz.de;Hermann Gröhe;80;-0.0355;-35
CDU;www.taz.de;Jens Spahn;303;-0.1323;-132
CDU;www.taz.de;Johanna Wanka;40;-0.0309;-30
CDU;www.taz.de;Julia Klöckner;73;-0.1311;-131
CDU;www.taz.de;Junge Union;122;-0.0969;-96
CDU;www.taz.de;Kristina Schröder;59;-0.0629;-62
CDU;www.taz.de;Michael Kretschmer;48;-0.0868;-86
CDU;www.taz.de;Monika Grütters;49;-0.1139;-113
CDU;www.taz.de;Norbert Lammert;31;-0.0472;-47
CDU;www.taz.de;Norbert Röttgen;35;-0.1291;-129
CDU;www.taz.de;Ole Schröder;355;-0.1568;-156
CDU;www.taz.de;Peter Altmaier;176;-0.1173;-117
CDU;www.taz.de;Peter Tauber;69;-0.098;-98
CDU;www.taz.de;Thomas Strobl;53;-0.1948;-194
CDU;www.taz.de;Thomas de Maizière;503;-0.1952;-195
CDU;www.taz.de;Ursula von der Leyen;318;-0.1673;-167
CDU;www.taz.de;Volker Bouffier;66;-0.0739;-73
CDU;www.taz.de;Volker Kauder;125;-0.1636;-163
CDU;www.taz.de;Wolfgang Bosbach;37;-0.102;-102
CDU;www.taz.de;Wolfgang Schäuble;490;-0.1293;-129
CDU;www.unsere-zeit.de;Angela Merkel;140;-0.1214;-121
CDU;www.unsere-zeit.de;CDU;202;-0.1345;-134
CDU;www.unsere-zeit.de;Wolfgang Schäuble;43;-0.0209;-20
CDU;www.vorwaerts.de;Angela Merkel;421;-0.1644;-164
CDU;www.vorwaerts.de;CDU;388;-0.0929;-92
CDU;www.vorwaerts.de;Jens Spahn;34;-0.1407;-140
CDU;www.vorwaerts.de;Ole Schröder;36;-0.1157;-115
CDU;www.vorwaerts.de;Wolfgang Schäuble;50;-0.2277;-227
CDU;www.welt.de;Angela Merkel;7008;-0.1423;-142
CDU;www.welt.de;Anja Karliczek;58;-0.0729;-72
CDU;www.welt.de;Annegret Kramp-Karrenbauer;645;-0.0767;-76
CDU;www.welt.de;Annette Widmann-Mauz;43;-0.1085;-108
CDU;www.welt.de;Armin Laschet;887;-0.0984;-98
CDU;www.welt.de;Armin Schuster;57;-0.1673;-167
CDU;www.welt.de;CDU;9738;-0.1062;-106
CDU;www.welt.de;Carsten Linnemann;74;-0.0793;-79
CDU;www.welt.de;Daniel Günther;441;-0.039;-38
CDU;www.welt.de;Helge Braun;47;-0.0166;-16
CDU;www.welt.de;Helmut Kohl;266;-0.0828;-82
CDU;www.welt.de;Hermann Gröhe;197;-0.074;-73
CDU;www.welt.de;Jens Spahn;896;-0.1582;-158
CDU;www.welt.de;Johanna Wanka;94;-0.0058;-5
CDU;www.welt.de;Julia Klöckner;528;-0.1257;-125
CDU;www.welt.de;Junge Union;326;-0.0861;-86
CDU;www.welt.de;Jürgen Hardt;34;-0.2392;-239
CDU;www.welt.de;Konrad Adenauer;69;-0.0386;-38
CDU;www.welt.de;Ludwig Erhard;35;-0.0905;-90
CDU;www.welt.de;Michael Grosse-Brömer;68;-0.0401;-40
CDU;www.welt.de;Michael Kretschmer;198;-0.0437;-43
CDU;www.welt.de;Monika Grütters;43;-0.1045;-104
CDU;www.welt.de;Norbert Lammert;82;-0.0645;-64
CDU;www.welt.de;Norbert Röttgen;53;-0.1969;-196
CDU;www.welt.de;Ole Schröder;163;-0.1229;-122
CDU;www.welt.de;Paul Ziemiak;99;-0.1051;-105
CDU;www.welt.de;Peter Altmaier;614;-0.0719;-71
CDU;www.welt.de;Peter Tauber;267;-0.1348;-134
CDU;www.welt.de;Reiner Haseloff;115;-0.0495;-49
CDU;www.welt.de;Stephan Harbarth;34;-0.0817;-81
CDU;www.welt.de;Thomas Strobl;539;-0.17;-169
CDU;www.welt.de;Thomas de Maizière;1093;-0.2079;-207
CDU;www.welt.de;Tobias Hans;49;-0.0517;-51
CDU;www.welt.de;Ursula von der Leyen;746;-0.164;-164
CDU;www.welt.de;Volker Bouffier;286;-0.0375;-37
CDU;www.welt.de;Volker Kauder;389;-0.1553;-155
CDU;www.welt.de;Wolfgang Bosbach;67;-0.1973;-197
CDU;www.welt.de;Wolfgang Schäuble;916;-0.122;-121
CDU;www.zeit.de;Angela Merkel;4707;-0.1266;-126
CDU;www.zeit.de;Anja Karliczek;46;-0.0309;-30
CDU;www.zeit.de;Annegret Kramp-Karrenbauer;334;-0.0952;-95
CDU;www.zeit.de;Armin Laschet;306;-0.099;-99
CDU;www.zeit.de;CDU;4885;-0.1048;-104
CDU;www.zeit.de;Carsten Linnemann;37;-0.1006;-100
CDU;www.zeit.de;Daniel Günther;138;-0.0704;-70
CDU;www.zeit.de;Helmut Kohl;172;-0.1033;-103
CDU;www.zeit.de;Hermann Gröhe;138;-0.0639;-63
CDU;www.zeit.de;Jens Spahn;636;-0.1012;-101
CDU;www.zeit.de;Johanna Wanka;54;-0.0736;-73
CDU;www.zeit.de;Julia Klöckner;229;-0.1053;-105
CDU;www.zeit.de;Junge Union;182;-0.1083;-108
CDU;www.zeit.de;Konrad Adenauer;34;-0.1244;-124
CDU;www.zeit.de;Michael Grosse-Brömer;43;-0.1352;-135
CDU;www.zeit.de;Michael Kretschmer;105;-0.0941;-94
CDU;www.zeit.de;Norbert Lammert;48;-0.0894;-89
CDU;www.zeit.de;Norbert Röttgen;50;-0.1777;-177
CDU;www.zeit.de;Ole Schröder;192;-0.138;-138
CDU;www.zeit.de;Paul Ziemiak;82;-0.0748;-74
CDU;www.zeit.de;Peter Altmaier;390;-0.1011;-101
CDU;www.zeit.de;Peter Tauber;190;-0.105;-104
CDU;www.zeit.de;Reiner Haseloff;46;-0.1633;-163
CDU;www.zeit.de;Thomas Strobl;92;-0.106;-106
CDU;www.zeit.de;Thomas de Maizière;754;-0.1946;-194
CDU;www.zeit.de;Ursula von der Leyen;443;-0.1247;-124
CDU;www.zeit.de;Volker Bouffier;115;-0.0679;-67
CDU;www.zeit.de;Volker Kauder;239;-0.1136;-113
CDU;www.zeit.de;Wolfgang Bosbach;34;-0.0795;-79
CDU;www.zeit.de;Wolfgang Schäuble;459;-0.1128;-112
CSU;www.afdkompakt.de;CSU;127;-0.2574;-257
CSU;www.afdkompakt.de;Horst Seehofer;57;-0.2617;-261
CSU;www.bayernkurier.de;Alexander Dobrindt;153;-0.0729;-72
CSU;www.bayernkurier.de;Andreas Scheuer;198;-0.0632;-63
CSU;www.bayernkurier.de;CSU;1197;-0.0635;-63
CSU;www.bayernkurier.de;Edmund Stoiber;61;-0.0563;-56
CSU;www.bayernkurier.de;Gerd Müller;35;-0.1082;-108
CSU;www.bayernkurier.de;Gerda Hasselfeldt;71;-0.0863;-86
CSU;www.bayernkurier.de;Horst Seehofer;611;-0.089;-89
CSU;www.bayernkurier.de;Manfred Weber;67;-0.0952;-95
CSU;www.bayernkurier.de;Markus Blume;46;-0.0206;-20
CSU;www.bayernkurier.de;Markus Söder;270;-0.0109;-10
CSU;www.bayernkurier.de;Melanie Huml;36;0.0095;9
CSU;www.bayernkurier.de;Stephan Mayer;41;-0.1729;-172
CSU;www.bild.de;Alexander Dobrindt;432;-0.1095;-109
CSU;www.bild.de;Andreas Scheuer;150;-0.1403;-140
CSU;www.bild.de;CSU;1883;-0.0817;-81
CSU;www.bild.de;Christian Schmidt;94;-0.027;-27
CSU;www.bild.de;Dorothee Bär;33;-0.0101;-10
CSU;www.bild.de;Edmund Stoiber;44;-0.1217;-121
CSU;www.bild.de;Gerd Müller;78;0.0106;10
CSU;www.bild.de;Horst Seehofer;958;-0.0799;-79
CSU;www.bild.de;Manfred Weber;45;-0.096;-96
CSU;www.bild.de;Markus Söder;350;-0.0661;-66
CSU;www.bild.de;Stephan Mayer;55;-0.2167;-216
CSU;www.der-postillon.com;CSU;32;-0.0271;-27
CSU;www.faz.net;Alexander Dobrindt;436;-0.0903;-90
CSU;www.faz.net;Andreas Scheuer;126;-0.1486;-148
CSU;www.faz.net;CSU;3206;-0.0718;-71
CSU;www.faz.net;Christian Schmidt;70;-0.1327;-132
CSU;www.faz.net;Dorothee Bär;56;-0.1428;-142
CSU;www.faz.net;Edmund Stoiber;70;-0.1488;-148
CSU;www.faz.net;Gerd Müller;62;-0.1072;-107
CSU;www.faz.net;Gerda Hasselfeldt;38;-0.0415;-41
CSU;www.faz.net;Hans-Peter Friedrich;40;-0.1507;-150
CSU;www.faz.net;Horst Seehofer;1419;-0.0933;-93
CSU;www.faz.net;Manfred Weber;69;-0.0387;-38
CSU;www.faz.net;Markus Söder;758;-0.0534;-53
CSU;www.faz.net;Stephan Mayer;40;-0.2548;-254
CSU;www.focus.de;Alexander Dobrindt;828;-0.1563;-156
CSU;www.focus.de;Andreas Scheuer;465;-0.1116;-111
CSU;www.focus.de;CSU;4955;-0.1139;-113
CSU;www.focus.de;Christian Schmidt;267;-0.0507;-50
CSU;www.focus.de;Dorothee Bär;152;-0.0314;-31
CSU;www.focus.de;Edmund Stoiber;106;-0.0986;-98
CSU;www.focus.de;Gerd Müller;137;-0.0464;-46
CSU;www.focus.de;Gerda Hasselfeldt;56;-0.1779;-177
CSU;www.focus.de;Hans-Peter Friedrich;65;-0.1824;-182
CSU;www.focus.de;Horst Seehofer;2764;-0.135;-135
CSU;www.focus.de;Kurt Gribl;156;-0.0259;-25
CSU;www.focus.de;Manfred Weber;161;-0.1357;-135
CSU;www.focus.de;Markus Blume;50;-0.134;-134
CSU;www.focus.de;Markus Söder;1118;-0.097;-96
CSU;www.focus.de;Melanie Huml;182;-0.0771;-77
CSU;www.focus.de;Stephan Mayer;77;-0.2207;-220
CSU;www.fr.de;Alexander Dobrindt;447;-0.1475;-147
CSU;www.fr.de;Andreas Scheuer;163;-0.1159;-115
CSU;www.fr.de;CSU;1800;-0.1262;-126
CSU;www.fr.de;Christian Schmidt;121;-0.0729;-72
CSU;www.fr.de;Edmund Stoiber;37;-0.2304;-230
CSU;www.fr.de;Horst Seehofer;995;-0.1218;-121
CSU;www.fr.de;Manfred Weber;54;-0.1853;-185
CSU;www.fr.de;Stephan Mayer;35;-0.291;-290
CSU;www.gruene.de;CSU;45;-0.1491;-149
CSU;www.handelsblatt.de;Alexander Dobrindt;197;-0.1179;-117
CSU;www.handelsblatt.de;Andreas Scheuer;101;-0.0563;-56
CSU;www.handelsblatt.de;CSU;1188;-0.0889;-88
CSU;www.handelsblatt.de;Christian Schmidt;41;-0.0658;-65
CSU;www.handelsblatt.de;Horst Seehofer;470;-0.155;-155
CSU;www.handelsblatt.de;Markus Söder;101;-0.1096;-109
CSU;www.huffingtonpost.de;Alexander Dobrindt;297;-0.1315;-131
CSU;www.huffingtonpost.de;Andreas Scheuer;152;-0.104;-103
CSU;www.huffingtonpost.de;CSU;1574;-0.0998;-99
CSU;www.huffingtonpost.de;Christian Schmidt;46;-0.0545;-54
CSU;www.huffingtonpost.de;Horst Seehofer;802;-0.1169;-116
CSU;www.huffingtonpost.de;Manfred Weber;44;-0.0516;-51
CSU;www.huffingtonpost.de;Markus Söder;149;-0.1454;-145
CSU;www.huffingtonpost.de;Stephan Mayer;41;-0.1299;-129
CSU;www.jungefreiheit.de;Alexander Dobrindt;51;-0.2608;-260
CSU;www.jungefreiheit.de;CSU;360;-0.1668;-166
CSU;www.jungefreiheit.de;Horst Seehofer;129;-0.3255;-325
CSU;www.jungefreiheit.de;Markus Söder;32;-0.0432;-43
CSU;www.jungewelt.de;Alexander Dobrindt;47;-0.1583;-158
CSU;www.jungewelt.de;CSU;400;-0.1057;-105
CSU;www.jungewelt.de;Horst Seehofer;102;-0.1451;-145
CSU;www.n-tv.de;Alexander Dobrindt;493;-0.1102;-110
CSU;www.n-tv.de;Andreas Scheuer;226;-0.0915;-91
CSU;www.n-tv.de;CSU;3072;-0.3244;-324
CSU;www.n-tv.de;Christian Schmidt;82;-0.0601;-60
CSU;www.n-tv.de;Dorothee Bär;57;-0.1015;-101
CSU;www.n-tv.de;Gerd Müller;43;-0.1479;-147
CSU;www.n-tv.de;Gerda Hasselfeldt;32;-0.0984;-98
CSU;www.n-tv.de;Horst Seehofer;1193;-0.1258;-125
CSU;www.n-tv.de;Manfred Weber;50;-0.0395;-39
CSU;www.n-tv.de;Markus Söder;250;-0.1189;-118
CSU;www.n-tv.de;Stephan Mayer;43;-0.2885;-288
CSU;www.neues-deutschland.de;Alexander Dobrindt;217;-0.1471;-147
CSU;www.neues-deutschland.de;Andreas Scheuer;48;-0.127;-126
CSU;www.neues-deutschland.de;CSU;1541;-0.0996;-99
CSU;www.neues-deutschland.de;Christian Schmidt;80;-0.0896;-89
CSU;www.neues-deutschland.de;Edmund Stoiber;141;-0.0922;-92
CSU;www.neues-deutschland.de;Gerd Müller;41;-0.1278;-127
CSU;www.neues-deutschland.de;Horst Seehofer;593;-0.1256;-125
CSU;www.neues-deutschland.de;Manfred Weber;37;-0.0977;-97
CSU;www.neues-deutschland.de;Markus Söder;193;-0.0879;-87
CSU;www.neues-deutschland.de;Theo Waigel;35;-0.0692;-69
CSU;www.spiegel.de;Alexander Dobrindt;798;-0.1562;-156
CSU;www.spiegel.de;Andreas Scheuer;300;-0.1998;-199
CSU;www.spiegel.de;CSU;2926;-0.1504;-150
CSU;www.spiegel.de;Christian Schmidt;149;-0.1628;-162
CSU;www.spiegel.de;Dorothee Bär;141;-0.1102;-110
CSU;www.spiegel.de;Edmund Stoiber;52;-0.0988;-98
CSU;www.spiegel.de;Gerd Müller;82;-0.036;-36
CSU;www.spiegel.de;Horst Seehofer;1783;-0.1728;-172
CSU;www.spiegel.de;Manfred Weber;107;-0.0939;-93
CSU;www.spiegel.de;Markus Söder;606;-0.1466;-146
CSU;www.stern.de;Alexander Dobrindt;150;-0.1568;-156
CSU;www.stern.de;Andreas Scheuer;53;-0.1493;-149
CSU;www.stern.de;CSU;746;-0.0938;-93
CSU;www.stern.de;Christian Schmidt;33;-0.0873;-87
CSU;www.stern.de;Horst Seehofer;439;-0.1638;-163
CSU;www.stern.de;Markus Söder;133;-0.0458;-45
CSU;www.sueddeutsche.de;Alexander Dobrindt;692;-0.0876;-87
CSU;www.sueddeutsche.de;Andreas Scheuer;329;-0.049;-48
CSU;www.sueddeutsche.de;CSU;4309;-0.0452;-45
CSU;www.sueddeutsche.de;Christian Schmidt;205;-0.0721;-72
CSU;www.sueddeutsche.de;Dorothee Bär;90;-0.0031;-3
CSU;www.sueddeutsche.de;Edmund Stoiber;91;-0.0428;-42
CSU;www.sueddeutsche.de;Florian Hahn;31;-0.0744;-74
CSU;www.sueddeutsche.de;Gerd Müller;90;-0.0038;-3
CSU;www.sueddeutsche.de;Gerda Hasselfeldt;49;-0.0126;-12
CSU;www.sueddeutsche.de;Horst Seehofer;2051;-0.0556;-55
CSU;www.sueddeutsche.de;Kurt Gribl;50;-0.0002;0
CSU;www.sueddeutsche.de;Manfred Weber;139;-0.0546;-54
CSU;www.sueddeutsche.de;Markus Blume;60;-0.1074;-107
CSU;www.sueddeutsche.de;Markus Söder;1091;-0.0423;-42
CSU;www.sueddeutsche.de;Melanie Huml;160;-0.054;-54
CSU;www.tagesschau.de;Alexander Dobrindt;228;-0.1072;-107
CSU;www.tagesschau.de;Andreas Scheuer;85;-0.0425;-42
CSU;www.tagesschau.de;CSU;878;-0.0814;-81
CSU;www.tagesschau.de;Christian Schmidt;37;-0.0146;-14
CSU;www.tagesschau.de;Horst Seehofer;573;-0.1192;-119
CSU;www.tagesschau.de;Manfred Weber;41;-0.0344;-34
CSU;www.tagesschau.de;Markus Söder;157;-0.0753;-75
CSU;www.tagesspiegel.de;Alexander Dobrindt;432;-0.1166;-116
CSU;www.tagesspiegel.de;Andreas Scheuer;134;-0.1163;-116
CSU;www.tagesspiegel.de;CSU;1411;-0.0885;-88
CSU;www.tagesspiegel.de;Christian Schmidt;106;-0.0413;-41
CSU;www.tagesspiegel.de;Edmund Stoiber;31;-0.1617;-161
CSU;www.tagesspiegel.de;Gerd Müller;45;-0.0291;-29
CSU;www.tagesspiegel.de;Horst Seehofer;824;-0.161;-161
CSU;www.tagesspiegel.de;Manfred Weber;52;-0.0447;-44
CSU;www.tagesspiegel.de;Markus Söder;175;-0.0741;-74
CSU;www.taz.de;Alexander Dobrindt;287;-0.2035;-203
CSU;www.taz.de;Andreas Scheuer;67;-0.1206;-120
CSU;www.taz.de;CSU;1631;-0.1213;-121
CSU;www.taz.de;Christian Schmidt;115;-0.0715;-71
CSU;www.taz.de;Dorothee Bär;40;-0.1284;-128
CSU;www.taz.de;Gerd Müller;44;-0.0456;-45
CSU;www.taz.de;Hans-Peter Friedrich;88;-0.1458;-145
CSU;www.taz.de;Horst Seehofer;770;-0.198;-198
CSU;www.taz.de;Manfred Weber;46;-0.0409;-40
CSU;www.taz.de;Markus Söder;235;-0.1294;-129
CSU;www.unsere-zeit.de;Alexander Dobrindt;38;-0.1703;-170
CSU;www.unsere-zeit.de;CSU;104;-0.0772;-77
CSU;www.unsere-zeit.de;Horst Seehofer;84;-0.0766;-76
CSU;www.vorwaerts.de;CSU;231;-0.1011;-101
CSU;www.vorwaerts.de;Horst Seehofer;86;-0.2329;-232
CSU;www.welt.de;Alexander Dobrindt;1053;-0.1435;-143
CSU;www.welt.de;Andreas Scheuer;514;-0.1197;-119
CSU;www.welt.de;CSU;5070;-0.1028;-102
CSU;www.welt.de;Christian Schmidt;264;-0.091;-90
CSU;www.welt.de;Dorothee Bär;115;-0.072;-72
CSU;www.welt.de;Edmund Stoiber;78;-0.147;-147
CSU;www.welt.de;Gerd Müller;143;-0.0178;-17
CSU;www.welt.de;Gerda Hasselfeldt;50;-0.0885;-88
CSU;www.welt.de;Horst Seehofer;2757;-0.1408;-140
CSU;www.welt.de;Kurt Gribl;34;-0.0914;-91
CSU;www.welt.de;Manfred Weber;191;-0.1215;-121
CSU;www.welt.de;Markus Blume;71;-0.1318;-131
CSU;www.welt.de;Markus Söder;1003;-0.0638;-63
CSU;www.welt.de;Melanie Huml;127;-0.0816;-81
CSU;www.welt.de;Stephan Mayer;99;-0.1634;-163
CSU;www.zeit.de;Alexander Dobrindt;674;-0.1145;-114
CSU;www.zeit.de;Andreas Scheuer;326;-0.0742;-74
CSU;www.zeit.de;CSU;2766;-0.0852;-85
CSU;www.zeit.de;Christian Schmidt;163;-0.0743;-74
CSU;www.zeit.de;Dorothee Bär;43;-0.0273;-27
CSU;www.zeit.de;Edmund Stoiber;49;-0.0455;-45
CSU;www.zeit.de;Gerd Müller;105;-0.1198;-119
CSU;www.zeit.de;Gerda Hasselfeldt;39;-0.0606;-60
CSU;www.zeit.de;Horst Seehofer;1460;-0.0992;-99
CSU;www.zeit.de;Manfred Weber;107;-0.1422;-142
CSU;www.zeit.de;Markus Söder;430;-0.0783;-78
CSU;www.zeit.de;Stephan Mayer;48;-0.2276;-227
Die Grünen;www.bild.de;Anton Hofreiter;51;-0.05;-50
Die Grünen;www.bild.de;Bündnis 90;81;-0.0987;-98
Die Grünen;www.bild.de;Cem Özdemir;320;-0.1431;-143
Die Grünen;www.bild.de;Claudia Roth;42;-0.1846;-184
Die Grünen;www.bild.de;Jürgen Trittin;119;-0.1435;-143
Die Grünen;www.bild.de;Katrin Göring-Eckardt;181;-0.0813;-81
Die Grünen;www.bild.de;Robert Habeck;133;-0.0818;-81
Die Grünen;www.bild.de;Volker Beck ;50;-0.1162;-116
Die Grünen;www.bild.de;Winfried Kretschmann;224;-0.0861;-86
Die Grünen;www.faz.net;Annalena Baerbock;79;-0.2;-199
Die Grünen;www.faz.net;Anton Hofreiter;52;-0.0702;-70
Die Grünen;www.faz.net;Bündnis 90;51;-0.0726;-72
Die Grünen;www.faz.net;Cem Özdemir;293;-0.1406;-140
Die Grünen;www.faz.net;Claudia Roth;48;-0.1;-99
Die Grünen;www.faz.net;Jürgen Trittin;113;-0.1369;-136
Die Grünen;www.faz.net;Katrin Göring-Eckardt;170;-0.0903;-90
Die Grünen;www.faz.net;Oliver Krischer;43;-0.004;-3
Die Grünen;www.faz.net;Omid Nouripour;32;-0.1419;-141
Die Grünen;www.faz.net;Renate Künast;35;-0.2602;-260
Die Grünen;www.faz.net;Robert Habeck;206;-0.0859;-85
Die Grünen;www.faz.net;Volker Beck ;33;-0.2133;-213
Die Grünen;www.faz.net;Winfried Kretschmann;217;-0.101;-101
Die Grünen;www.focus.de;Annalena Baerbock;184;-0.1052;-105
Die Grünen;www.focus.de;Anton Hofreiter;107;-0.1314;-131
Die Grünen;www.focus.de;Bündnis 90;366;-0.0636;-63
Die Grünen;www.focus.de;Cem Özdemir;542;-0.1993;-199
Die Grünen;www.focus.de;Claudia Roth;155;-0.2351;-235
Die Grünen;www.focus.de;Jürgen Trittin;301;-0.1696;-169
Die Grünen;www.focus.de;Katrin Göring-Eckardt;319;-0.1475;-147
Die Grünen;www.focus.de;Konstantin von Notz;42;-0.2037;-203
Die Grünen;www.focus.de;Michael Kellner;48;-0.0934;-93
Die Grünen;www.focus.de;Oliver Krischer;48;-0.0942;-94
Die Grünen;www.focus.de;Renate Künast;51;-0.2019;-201
Die Grünen;www.focus.de;Robert Habeck;546;-0.0752;-75
Die Grünen;www.focus.de;Volker Beck ;45;-0.2075;-207
Die Grünen;www.focus.de;Winfried Kretschmann;536;-0.0971;-97
Die Grünen;www.fr.de;Annalena Baerbock;71;-0.1194;-119
Die Grünen;www.fr.de;Anton Hofreiter;70;-0.1028;-102
Die Grünen;www.fr.de;Claudia Roth;50;-0.0698;-69
Die Grünen;www.fr.de;Irene Mihalic;32;-0.215;-215
Die Grünen;www.fr.de;Jürgen Trittin;89;-0.1252;-125
Die Grünen;www.fr.de;Konstantin von Notz;52;-0.1661;-166
Die Grünen;www.fr.de;Michael Kellner;42;-0.1037;-103
Die Grünen;www.fr.de;Omid Nouripour;60;-0.0752;-75
Die Grünen;www.fr.de;Robert Habeck;186;-0.0888;-88
Die Grünen;www.fr.de;Volker Beck ;43;-0.1504;-150
Die Grünen;www.fr.de;Winfried Kretschmann;133;-0.0705;-70
Die Grünen;www.gruene.de;Bündnis 90;101;-0.0026;-2
Die Grünen;www.gruene.de;Cem Özdemir;58;-0.0113;-11
Die Grünen;www.gruene.de;Katrin Göring-Eckardt;61;-0.0163;-16
Die Grünen;www.gruene.de;Robert Habeck;36;0.0063;6
Die Grünen;www.handelsblatt.de;Bündnis 90;40;-0.0345;-34
Die Grünen;www.handelsblatt.de;Cem Özdemir;127;-0.1299;-129
Die Grünen;www.handelsblatt.de;Jürgen Trittin;51;-0.1404;-140
Die Grünen;www.handelsblatt.de;Katrin Göring-Eckardt;72;-0.0865;-86
Die Grünen;www.handelsblatt.de;Robert Habeck;57;-0.057;-56
Die Grünen;www.handelsblatt.de;Winfried Kretschmann;89;-0.0467;-46
Die Grünen;www.huffingtonpost.de;Anton Hofreiter;36;-0.0447;-44
Die Grünen;www.huffingtonpost.de;Bündnis 90;54;-0.0797;-79
Die Grünen;www.huffingtonpost.de;Cem Özdemir;232;-0.0794;-79
Die Grünen;www.huffingtonpost.de;Claudia Roth;53;-0.1644;-164
Die Grünen;www.huffingtonpost.de;Jürgen Trittin;113;-0.1294;-129
Die Grünen;www.huffingtonpost.de;Katrin Göring-Eckardt;173;-0.1306;-130
Die Grünen;www.huffingtonpost.de;Omid Nouripour;38;-0.0981;-98
Die Grünen;www.huffingtonpost.de;Robert Habeck;160;-0.1085;-108
Die Grünen;www.huffingtonpost.de;Volker Beck ;47;-0.1976;-197
Die Grünen;www.huffingtonpost.de;Winfried Kretschmann;90;-0.1545;-154
Die Grünen;www.jungefreiheit.de;Cem Özdemir;45;-0.1511;-151
Die Grünen;www.jungefreiheit.de;Katrin Göring-Eckardt;51;-0.1845;-184
Die Grünen;www.jungewelt.de;Bündnis 90;76;-0.0836;-83
Die Grünen;www.n-tv.de;Annalena Baerbock;56;-0.1524;-152
Die Grünen;www.n-tv.de;Anton Hofreiter;62;-0.1966;-196
Die Grünen;www.n-tv.de;Bündnis 90;106;-0.0394;-39
