Joana Cotar;Joana;Cotar;AfD;member of federal parliament 2
Jochen Haug;Jochen;Haug;AfD;member of federal parliament 2
Johann Saathoff;Johann;Saathoff;SPD;member of federal parliament 1
Johann Wadephul;Johann;Wadephul;CDU;member of federal parliament 1
Johannes Fechner;Johannes;Fechner;SPD;member of federal parliament 1
Johannes Huber;Johannes;Huber;AfD;member of federal parliament 2
Johannes Kahrs;Johannes;Kahrs;SPD;member of federal parliament 1
Johannes Röring;Johannes;Röring;CDU;member of federal parliament 1
Johannes Schraps;Johannes;Schraps;SPD;member of federal parliament 2
Johannes Selle;Johannes;Selle;CDU;member of federal parliament 1
Johannes Singhammer;Johannes;Singhammer;CSU;member of federal parliament 1
Johannes Steiniger;Johannes;Steiniger;CDU;member of federal parliament 1
Johannes Vogel;Johannes;Vogel;FDP;member of federal parliament 2
Jörg Cezanne;Jörg;Cezanne;Die Linke;member of federal parliament 2
Jörg Hellmuth;Jörg;Hellmuth;CDU;member of federal parliament 1
Jörg Schneider;Jörg;Schneider;AfD;member of federal parliament 2
Jörn König;Jörn;König;AfD;member of federal parliament 2
Jörn Wunderlich;Jörn;Wunderlich;Die Linke;member of federal parliament 1
Josef Göppel;Josef;Göppel;CSU;member of federal parliament 1
Josef Oster;Josef;Oster;CDU;member of federal parliament 2
Josef Rief;Josef;Rief;CDU;member of federal parliament 1
Josephine Ortleb;Josephine;Ortleb;SPD;member of federal parliament 2
Josip Juratovic;Josip;Juratovic;SPD;member of federal parliament 1
Judith Skudelny;Judith;Skudelny;FDP;member of federal parliament 2
Julia Obermeier;Julia;Obermeier;CSU;member of federal parliament 1
Julia Verlinden;Julia;Verlinden;Die Grünen;member of federal parliament 1
Jürgen Braun;Jürgen;Braun;AfD;member of federal parliament 2
Jürgen Coße;Jürgen;Coße;SPD;member of federal parliament 1
Jürgen Hardt;Jürgen;Hardt;CDU;member of federal parliament 1
Jürgen Klimke;Jürgen;Klimke;CDU;member of federal parliament 1
Jürgen Martens;Jürgen;Martens;FDP;member of federal parliament 2
Jürgen Pohl;Jürgen;Pohl;AfD;member of federal parliament 2
Jürgen Trittin;Jürgen;Trittin;Die Grünen;member of federal parliament 1
Jutta Eckenbach;Jutta;Eckenbach;CDU;member of federal parliament 1
Jutta Krellmann;Jutta;Krellmann;Die Linke;member of federal parliament 1
Kai Gehring;Kai;Gehring;Die Grünen;member of federal parliament 1
Kai Wegner;Kai;Wegner;CDU;member of federal parliament 1
Kai Whittaker;Kai;Whittaker;CDU;member of federal parliament 1
Karamba Diaby;Karamba;Diaby;SPD;member of federal parliament 1
Karin Binder;Karin;Binder;Die Linke;member of federal parliament 1
Karin Evers-Meyer;Karin;Evers-Meyer;SPD;member of federal parliament 1
Karin Maag;Karin;Maag;CDU;member of federal parliament 1
Karin Strenz;Karin;Strenz;CDU;member of federal parliament 1
Karin Thissen;Karin;Thissen;SPD;member of federal parliament 1
Karl A. Lamers;Karl;Lamers;CDU;member of federal parliament 1
Karl Holmeier;Karl;Holmeier;CSU;member of federal parliament 1
Karl Lauterbach;Karl;Lauterbach;SPD;member of federal parliament 1
Karl Schiewerling;Karl;Schiewerling;CDU;member of federal parliament 1
Karl-Georg Wellmann;Karl-Georg;Wellmann;CDU;member of federal parliament 1
Karl-Heinz Brunner;Karl-Heinz;Brunner;SPD;member of federal parliament 1
Karl-Heinz Wange;Karl-Heinz;Wange;CDU;member of federal parliament 1
Karlheinz Busen;Karlheinz;Busen;FDP;member of federal parliament 2
Karsten Hilse;Karsten;Hilse;AfD;member of federal parliament 2
Karsten Klein;Karsten;Klein;FDP;member of federal parliament 2
Karsten Möring;Karsten;Möring;CDU;member of federal parliament 1
Katharina Dröge;Katharina;Dröge;Die Grünen;member of federal parliament 1
Katharina Kloke;Katharina;Kloke;FDP;member of federal parliament 2
Katharina Landgraf;Katharina;Landgraf;CDU;member of federal parliament 1
Katherina Reiche;Katherina;Reiche;CDU;member of federal parliament 1
Kathrin Rösel;Kathrin;Rösel;CDU;member of federal parliament 1
Kathrin Vogler;Kathrin;Vogler;Die Linke;member of federal parliament 1
Katja Dörner;Katja;Dörner;Die Grünen;member of federal parliament 1
Katja Hessel;Katja;Hessel;FDP;member of federal parliament 2
Katja Keul;Katja;Keul;Die Grünen;member of federal parliament 1
Katja Leikert;Katja;Leikert;CDU;member of federal parliament 1
Katja Mast;Katja;Mast;SPD;member of federal parliament 1
Katrin Albsteiger;Katrin;Albsteiger;CSU;member of federal parliament 1
Katrin Budde;Katrin;Budde;SPD;member of federal parliament 2
Katrin Göring-Eckardt;Katrin;Göring-Eckardt;Die Grünen;member of federal parliament 1
Katrin Helling-Plahr;Katrin;Helling-Plahr;FDP;member of federal parliament 2
Katrin Kunert;Katrin;Kunert;Die Linke;member of federal parliament 1
Katrin Staffler;Katrin;Staffler;CSU;member of federal parliament 2
Katrin Werner;Katrin;Werner;Die Linke;member of federal parliament 1
Kees de Vries;Kees;de Vries;CDU;member of federal parliament 1
Kersten Steinke;Kersten;Steinke;Die Linke;member of federal parliament 1
Kerstin Andreae;Kerstin;Andreae;Die Grünen;member of federal parliament 1
Kerstin Griese;Kerstin;Griese;SPD;member of federal parliament 1
Kerstin Kassner;Kerstin;Kassner;Die Linke;member of federal parliament 1
Kerstin Radomski;Kerstin;Radomski;CDU;member of federal parliament 1
Kerstin Tack;Kerstin;Tack;SPD;member of federal parliament 1
Kerstin Vieregge;Kerstin;Vieregge;CDU;member of federal parliament 2
Kirsten Kappert-Gonther;Kirsten;Kappert-Gonther;Die Grünen;member of federal parliament 2
Kirsten Lühmann;Kirsten;Lühmann;SPD;member of federal parliament 1
Kirsten Tackmann;Kirsten;Tackmann;Die Linke;member of federal parliament 1
Klaus Barthel;Klaus;Barthel;SPD;member of federal parliament 1
Klaus Brähmig;Klaus;Brähmig;CDU;member of federal parliament 1
Klaus Ernst;Klaus;Ernst;Die Linke;member of federal parliament 1
Klaus Mindrup;Klaus;Mindrup;SPD;member of federal parliament 1
Klaus-Dieter Gröhler;Klaus-Dieter;Gröhler;CDU;member of federal parliament 1
Klaus-Peter Flosbach;Klaus-Peter;Flosbach;CDU;member of federal parliament 1
Klaus-Peter Schulze;Klaus-Peter;Schulze;CDU;member of federal parliament 1
Klaus-Peter Willsch;Klaus-Peter;Willsch;CDU;member of federal parliament 1
Konrad Adenauer;Konrad;Adenauer;CDU;honorary chairperson
Konstantin Kuhle;Konstantin;Kuhle;FDP;member of federal parliament 2
Konstantin von Notz;Konstantin;von Notz;Die Grünen;member of federal parliament 1
Kordula Kovac;Kordula;Kovac;CDU;member of federal parliament 1
Kordula Schulz-Asche;Kordula;Schulz-Asche;Die Grünen;member of federal parliament 1
Kristina Schröder;Kristina;Schröder;CDU;member of federal parliament 1
Kurt Georg Kiesinger;Kurt Georg;Kiesinger;CDU;honorary chairperson
Lars Castellucci;Lars;Castellucci;SPD;member of federal parliament 1
Lars Herrmann;Lars;Herrmann;AfD;member of federal parliament 2
Leif-Erik Holm;Leif-Erik;Holm;AfD;member of federal parliament 2
Lena Strothmann;Lena;Strothmann;CDU;member of federal parliament 1
Leni Breymaier;Leni;Breymaier;SPD;member of federal parliament 2
Linda Teuteberg;Linda;Teuteberg;FDP;member of federal parliament 2
Lisa Badum;Lisa;Badum;Die Grünen;member of federal parliament 2
Lisa Paus;Lisa;Paus;Die Grünen;member of federal parliament 2
Lorenz Gösta Beutin;Lorenz Gösta;Beutin;Die Linke;member of federal parliament 2
Lothar Binding;Lothar;Binding;SPD;member of federal parliament 2
Lothar Maier;Lothar;Maier;AfD;member of federal parliament 2
Lothar Riebsamen;Lothar;Riebsamen;CDU;member of federal parliament 1
Ludwig Erhard;Ludwig;Erhard;CDU;honorary chairperson
Luise Amtsberg;Luise;Amtsberg;Die Grünen;member of federal parliament 1
Lukas Köhler;Lukas;Köhler;FDP;member of federal parliament 2
Mahmut Özdemir;Mahmut;Özdemir;SPD;member of federal parliament 2
Maik Beermann;Maik;Beermann;CDU;member of federal parliament 1
Manfred Behrens;Manfred;Behrens;CDU;member of federal parliament 2
Manfred Grund;Manfred;Grund;CDU;member of federal parliament 1
Manfred Todtenhausen;Manfred;Todtenhausen;FDP;member of federal parliament 2
Manfred Zöllmer;Manfred;Zöllmer;SPD;member of federal parliament 1
Manja Schüle;Manja;Schüle;SPD;member of federal parliament 2
Manuel Höferlin;Manuel;Höferlin;FDP;member of federal parliament 2
Manuel Sarrazin;Manuel;Sarrazin;Die Grünen;member of federal parliament 1
Manuela Rottmann;Manuela;Rottmann;Die Grünen;member of federal parliament 2
Marc Bernhard;Marc;Bernhard;AfD;member of federal parliament 2
Marc Biadacz;Marc;Biadacz;CDU;member of federal parliament 2
Marc Henrichmann;Marc;Henrichmann;CDU;member of federal parliament 2
Marc Jongen;Marc;Jongen;AfD;member of federal parliament 2
Marcel Klinge;Marcel;Klinge;FDP;member of federal parliament 2
Marco Bülow;Marco;Bülow;SPD;member of federal parliament 1
Marco Buschmann;Marco;Buschmann;FDP;member of federal parliament 2
Marco Wanderwitz;Marco;Wanderwitz;CDU;member of federal parliament 1
Marcus Bühl;Marcus;Bühl;AfD;member of federal parliament 2
Marcus Faber;Marcus;Faber;FDP;member of federal parliament 2
Marcus Held;Marcus;Held;SPD;member of federal parliament 1
Marcus Weinberg;Marcus;Weinberg;CDU;member of federal parliament 2
Margaret Horb;Margaret;Horb;CDU;member of federal parliament 1
Margarete Bause;Margarete;Bause;Die Grünen;member of federal parliament 2
Margit Stumpp;Margit;Stumpp;Die Grünen;member of federal parliament 2
Maria Böhmer;Maria;Böhmer;CDU;member of federal parliament 1
Maria Flachsbarth;Maria;Flachsbarth;CDU;member of federal parliament 1
Maria Klein-Schmeink;Maria;Klein-Schmeink;Die Grünen;member of federal parliament 1
Maria Michalk;Maria;Michalk;CDU;member of federal parliament 1
Marian Wendt;Marian;Wendt;CDU;member of federal parliament 1
Mariana Harder-Kühnel;Mariana;Harder-Kühnel;AfD;member of federal parliament 2
Marianne Schieder;Marianne;Schieder;SPD;member of federal parliament 2
Marie-Luise Dött;Marie-Luise;Dött;CDU;member of federal parliament 1
Marieluise Beck;Marieluise;Beck;Die Grünen;member of federal parliament 1
Marina Kermer;Marina;Kermer;SPD;member of federal parliament 1
Mario Brandenburg;Mario;Brandenburg;FDP;member of federal parliament 2
Mario Mieruch;Mario;Mieruch;fraktionslos;member of federal parliament 2
Marion Herdan;Marion;Herdan;CDU;member of federal parliament 1
Marja-Liisa Völlers;Marja-Liisa;Völlers;SPD;member of federal parliament 2
Mark Hauptmann;Mark;Hauptmann;CDU;member of federal parliament 1
Mark Helfrich;Mark;Helfrich;CDU;member of federal parliament 1
Markus Frohnmaier;Markus;Frohnmaier;AfD;member of federal parliament 2
Markus Grübel;Markus;Grübel;CDU;member of federal parliament 1
Markus Herbrand;Markus;Herbrand;FDP;member of federal parliament 2
Markus Koob;Markus;Koob;CDU;member of federal parliament 1
Markus Kurth;Markus;Kurth;Die Grünen;member of federal parliament 1
Markus Paschke;Markus;Paschke;SPD;member of federal parliament 1
Markus Töns;Markus;Töns;SPD;member of federal parliament 2
Markus Tressel;Markus;Tressel;Die Grünen;member of federal parliament 1
Markus Uhl;Markus;Uhl;CDU;member of federal parliament 1
Marlene Mortler;Marlene;Mortler;CSU;member of federal parliament 1
Martin Burkert;Martin;Burkert;SPD;member of federal parliament 1
Martin Dörmann;Martin;Dörmann;SPD;member of federal parliament 1
Martin Gerster;Martin;Gerster;SPD;member of federal parliament 1
Martin Hebner;Martin;Hebner;AfD;member of federal parliament 2
Martin Hess;Martin;Hess;AfD;member of federal parliament 2
Martin Hohmann;Martin;Hohmann;AfD;member of federal parliament 2
Martin Neumann;Martin;Neumann;FDP;member of federal parliament 2
Martin Patzelt;Martin;Patzelt;CDU;member of federal parliament 1
Martin Pätzold;Martin;Pätzold;CDU;member of federal parliament 1
Martin Rabanus;Martin;Rabanus;SPD;member of federal parliament 1
Martin Reichardt;Martin;Reichardt;AfD;member of federal parliament 2
Martin Renner;Martin;Renner;AfD;member of federal parliament 2
Martin Rosemann;Martin;Rosemann;SPD;member of federal parliament 1
Martin Sichert;Martin;Sichert;AfD;member of federal parliament 2
Martina Stamm-Fibich;Martina;Stamm-Fibich;SPD;member of federal parliament 1
Matern von Marschall;Matern;von Marschall;CDU;member of federal parliament 1
Mathias Edwin Höschel;Mathias Edwin;Höschel;CDU;member of federal parliament 1
Mathias Middelberg;Mathias;Middelberg;CDU;member of federal parliament 1
Mathias Stein;Mathias;Stein;SPD;member of federal parliament 2
Matthäus Strebl;Matthäus;Strebl;CSU;member of federal parliament 1
Matthias Bartke;Matthias;Bartke;SPD;member of federal parliament 1
Matthias Birkwald;Matthias;Birkwald;Die Linke;member of federal parliament 1
Matthias Büttner;Matthias;Büttner;AfD;member of federal parliament 2
Matthias Gastel;Matthias;Gastel;Die Grünen;member of federal parliament 1
Matthias Hauer;Matthias;Hauer;CDU;member of federal parliament 1
Matthias Heider;Matthias;Heider;CDU;member of federal parliament 1
Matthias Höhn;Matthias;Höhn;Die Linke;member of federal parliament 2
Matthias Ilgen;Matthias;Ilgen;SPD;member of federal parliament 1
Matthias Lietz;Matthias;Lietz;CDU;member of federal parliament 1
Matthias Miersch;Matthias;Miersch;SPD;member of federal parliament 1
Matthias Schmidt;Matthias;Schmidt;SPD;member of federal parliament 1
Matthias Seestern-Pauly;Matthias;Seestern-Pauly;FDP;member of federal parliament 2
Matthias W. Birkwald;Matthias;Birkwald;Die Linke;member of federal parliament 2
Matthias Zimmer;Matthias;Zimmer;CDU;member of federal parliament 1
Max Straubinger;Max;Straubinger;CSU;member of federal parliament 1
Mechthild Heil;Mechthild;Heil;CDU;member of federal parliament 1
Mechthild Rawert;Mechthild;Rawert;SPD;member of federal parliament 1
Melanie Bernstein;Melanie;Bernstein;CDU;member of federal parliament 2
Metin Hakverdi;Metin;Hakverdi;SPD;member of federal parliament 1
Michael Brand;Michael;Brand;CDU;member of federal parliament 1
Michael Donth;Michael;Donth;CDU;member of federal parliament 1
Michael Espendiller;Michael;Espendiller;AfD;member of federal parliament 2
Michael Frieser;Michael;Frieser;CSU;member of federal parliament 1
Michael Fuchs;Michael;Fuchs;CDU;member of federal parliament 1
Michael Georg Link;Michael Georg;Link;FDP;member of federal parliament 2
Michael Gerdes;Michael;Gerdes;SPD;member of federal parliament 1
Michael Groß;Michael;Groß;SPD;member of federal parliament 1
Michael Grosse-Brömer;Michael;Grosse-Brömer;CDU;member of federal parliament 1
Michael Hartmann;Michael;Hartmann;SPD;member of federal parliament 1
Michael Hennrich;Michael;Hennrich;CDU;member of federal parliament 1
Michael Kießling;Michael;Kießling;CSU;member of federal parliament 2
Michael Kuffer;Michael;Kuffer;CSU;member of federal parliament 2
Michael Leutert;Michael;Leutert;Die Linke;member of federal parliament 1
Michael Meister;Michael;Meister;CDU;member of federal parliament 1
Michael Roth;Michael;Roth;SPD;member of federal parliament 2
Michael Schlecht;Michael;Schlecht;Die Linke;member of federal parliament 1
Michael Schrodi;Michael;Schrodi;SPD;member of federal parliament 2
Michael Stübgen;Michael;Stübgen;CDU;member of federal parliament 1
Michael Theurer;Michael;Theurer;FDP;member of federal parliament 2
Michael Thews;Michael;Thews;SPD;member of federal parliament 1
Michael Vietz;Michael;Vietz;CDU;member of federal parliament 1
Michael von Abercron;Michael;von Abercron;CDU;member of federal parliament 2
Michaela Engelmeier-Heite;Michaela;Engelmeier-Heite;SPD;member of federal parliament 1
Michaela Noll;Michaela;Noll;CDU;member of federal parliament 1
Michel Brandt;Michel;Brandt;Die Linke;member of federal parliament 2
Michelle Müntefering;Michelle;Müntefering;SPD;member of federal parliament 1
Monika Grütters;Monika;Grütters;CDU;member of federal parliament 1
Monika Lazar;Monika;Lazar;Die Grünen;member of federal parliament 1
Nadine Schön;Nadine;Schön;CDU;member of federal parliament 2
Nicole Bauer;Nicole;Bauer;FDP;member of federal parliament 2
Nicole Gohlke;Nicole;Gohlke;Die Linke;member of federal parliament 1
Nicole Höchst;Nicole;Höchst;AfD;member of federal parliament 2
Nicole Maisch;Nicole;Maisch;Die Grünen;member of federal parliament 1
Nicole Westig;Nicole;Westig;FDP;member of federal parliament 2
Niels Annen;Niels;Annen;SPD;member of federal parliament 1
Niema Movassat;Niema;Movassat;Die Linke;member of federal parliament 1
Nikolas Löbel;Nikolas;Löbel;CDU;member of federal parliament 2
Nils Schmid;Nils;Schmid;SPD;member of federal parliament 2
Nina Scheer;Nina;Scheer;SPD;member of federal parliament 1
Nina Warken;Nina;Warken;CDU;member of federal parliament 1
Norbert Altenkamp;Norbert;Altenkamp;CDU;member of federal parliament 2
Norbert Barthle;Norbert;Barthle;CDU;member of federal parliament 1
Norbert Brackmann;Norbert;Brackmann;CDU;member of federal parliament 1
Norbert Kleinwächter;Norbert;Kleinwächter;AfD;member of federal parliament 2
Norbert Lammert;Norbert;Lammert;CDU;member of federal parliament 1
Norbert Müller;Norbert;Müller;Die Linke;member of federal parliament 2
Norbert Röttgen;Norbert;Röttgen;CDU;member of federal parliament 1
Norbert Schindler;Norbert;Schindler;CDU;member of federal parliament 1
Norbert Spinrath;Norbert;Spinrath;SPD;member of federal parliament 1
Olaf in der Beek;Olaf;in der Beek;FDP;member of federal parliament 2
Olav Gutting;Olav;Gutting;CDU;member of federal parliament 1
Ole Schröder;Ole;Schröder;CDU;member of federal parliament 1
Oliver Grundmann;Oliver;Grundmann;CDU;member of federal parliament 1
Oliver Kaczmarek;Oliver;Kaczmarek;SPD;member of federal parliament 1
Oliver Krischer;Oliver;Krischer;Die Grünen;member of federal parliament 1
Oliver Luksic;Oliver;Luksic;FDP;member of federal parliament 2
Oliver Wittke;Oliver;Wittke;CDU;member of federal parliament 1
Omid Nouripour;Omid;Nouripour;Die Grünen;member of federal parliament 1
Oswin Veith;Oswin;Veith;CDU;member of federal parliament 1
Ottmar von Holtz;Ottmar;von Holtz;Die Grünen;member of federal parliament 2
Otto Fricke;Otto;Fricke;FDP;member of federal parliament 2
Otto Graf Lambsdorff;Otto Graf;Lambsdorff;FDP;honorary chairperson
Özcan Mutlu;Özcan;Mutlu;Die Grünen;member of federal parliament 1
Pascal Kober;Pascal;Kober;FDP;member of federal parliament 2
Pascal Meiser;Pascal;Meiser;Die Linke;member of federal parliament 2
Patricia Lips;Patricia;Lips;CDU;member of federal parliament 1
Patrick Ernst Sensburg;Patrick Ernst;Sensburg;CDU;member of federal parliament 1
Patrick Schnieder;Patrick;Schnieder;CDU;member of federal parliament 1
Patrick Sensburg;Patrick;Sensburg;CDU;member of federal parliament 2
Paul Lehrieder;Paul;Lehrieder;CSU;member of federal parliament 1
Paul Podolay;Paul;Podolay;AfD;member of federal parliament 2
Paul Ziemiak;Paul;Ziemiak;CDU;member of federal parliament 2
Peer Steinbrück;Peer;Steinbrück;SPD;member of federal parliament 1
Peter Aumer;Peter;Aumer;CSU;member of federal parliament 2
Peter Beyer;Peter;Beyer;CDU;member of federal parliament 1
Peter Bleser;Peter;Bleser;CDU;member of federal parliament 1
Peter Boehringer;Peter;Boehringer;AfD;member of federal parliament 2
Peter Felser;Peter;Felser;AfD;member of federal parliament 2
Peter Gauweiler;Peter;Gauweiler;CSU;member of federal parliament 1
Peter Hintze;Peter;Hintze;CDU;member of federal parliament 1
Peter Hinz;Peter;Hinz;CDU;member of federal parliament 1
Peter Meiwald;Peter;Meiwald;Die Grünen;member of federal parliament 1
Peter Ramsauer;Peter;Ramsauer;CSU;member of federal parliament 1
Peter Stein;Peter;Stein;CDU;member of federal parliament 1
Peter Tauber;Peter;Tauber;CDU;member of federal parliament 1
Peter Weiß;Peter;Weiß;CDU;member of federal parliament 2
Peter Wichtel;Peter;Wichtel;CDU;member of federal parliament 1
Petr Bystron;Petr;Bystron;AfD;member of federal parliament 2
Petra Crone;Petra;Crone;SPD;member of federal parliament 1
Petra Ernstberger;Petra;Ernstberger;SPD;member of federal parliament 1
Petra Hinz;Petra;Hinz;SPD;member of federal parliament 1
Petra Nicolaisen;Petra;Nicolaisen;CDU;member of federal parliament 2
Petra Pau;Petra;Pau;Die Linke;member of federal parliament 1
Petra Rode-Bosse;Petra;Rode-Bosse;SPD;member of federal parliament 1
Petra Sitte;Petra;Sitte;Die Linke;member of federal parliament 1
Philipp Amthor;Philipp;Amthor;CDU;member of federal parliament 2
Philipp Graf von und zu Lerchenfeld;Philipp Graf;von und zu Lerchenfeld;CSU;member of federal parliament 1
Philipp Lengsfeld;Philipp;Lengsfeld;CDU;member of federal parliament 1
Philipp Mißfelder;Philipp;Mißfelder;CDU;member of federal parliament 1
Philipp Murmann;Philipp;Murmann;CDU;member of federal parliament 1
Pia Zimmermann;Pia;Zimmermann;Die Linke;member of federal parliament 2
Pia-Beate Zimmermann;Pia-Beate;Zimmermann;Die Linke;member of federal parliament 1
Priska Hinz;Priska;Hinz;Die Grünen;member of federal parliament 1
Rainer Arnold;Rainer;Arnold;SPD;member of federal parliament 1
Rainer Hajek;Rainer;Hajek;CDU;member of federal parliament 1
Rainer Kraft;Rainer;Kraft;AfD;member of federal parliament 2
Rainer Spiering;Rainer;Spiering;SPD;member of federal parliament 1
Ralf Brauksiepe;Ralf;Brauksiepe;CDU;member of federal parliament 1
Ralf Kapschack;Ralf;Kapschack;SPD;member of federal parliament 1
Ralph Brinkhaus;Ralph;Brinkhaus;CDU;member of federal parliament 1
Ralph Lenkert;Ralph;Lenkert;Die Linke;member of federal parliament 1
Reiner Meier;Reiner;Meier;CSU;member of federal parliament 1
Reinhard Brandl;Reinhard;Brandl;CSU;member of federal parliament 1
Reinhard Grindel;Reinhard;Grindel;CDU;member of federal parliament 1
Reinhard Houben;Reinhard;Houben;FDP;member of federal parliament 2
Reinhold Jost;Reinhold;Jost;SPD;member of federal parliament 1
Reinhold Sendker;Reinhold;Sendker;CDU;member of federal parliament 1
Renata Alt;Renata;Alt;FDP;member of federal parliament 2
Renate Künast;Renate;Künast;Die Grünen;member of federal parliament 1
René Röspel;René;Röspel;SPD;member of federal parliament 1
René Springer;René;Springer;AfD;member of federal parliament 2
Richard Pitterle;Richard;Pitterle;Die Linke;member of federal parliament 1
Rita Hagl-Kehl;Rita;Hagl-Kehl;SPD;member of federal parliament 1
Rita Schwarzelühr-Sutter;Rita;Schwarzelühr-Sutter;SPD;member of federal parliament 1
Rita Stockhofe;Rita;Stockhofe;CDU;member of federal parliament 1
Robby Schlund;Robby;Schlund;AfD;member of federal parliament 2
Robert Hochbaum;Robert;Hochbaum;CDU;member of federal parliament 1
Roderich Kiesewetter;Roderich;Kiesewetter;CDU;member of federal parliament 1
Roland Claus;Roland;Claus;Die Linke;member of federal parliament 1
Roland Hartwig;Roland;Hartwig;AfD;member of federal parliament 2
Rolf Mützenich;Rolf;Mützenich;SPD;member of federal parliament 1
Roman Müller-Böhm;Roman;Müller-Böhm;FDP;member of federal parliament 2
Roman Reusch;Roman;Reusch;AfD;member of federal parliament 2
Ronald Pofalla;Ronald;Pofalla;CDU;member of federal parliament 1
Ronja Kemmer;Ronja;Kemmer;CDU;member of federal parliament 1
Rosemarie Hein;Rosemarie;Hein;Die Linke;member of federal parliament 1
Roy Kühne;Roy;Kühne;CDU;member of federal parliament 1
Rüdiger Kruse;Rüdiger;Kruse;CDU;member of federal parliament 1
Rüdiger Lucassen;Rüdiger;Lucassen;AfD;member of federal parliament 2
Rüdiger Veit;Rüdiger;Veit;SPD;member of federal parliament 1
Rudolf Henke;Rudolf;Henke;CDU;member of federal parliament 1
Sabine Bätzing-Lichtenthäler;Sabine;Bätzing-Lichtenthäler;SPD;member of federal parliament 1
Sabine Dittmar;Sabine;Dittmar;SPD;member of federal parliament 1
Sabine Leidig;Sabine;Leidig;Die Linke;member of federal parliament 1
Sabine Poschmann;Sabine;Poschmann;SPD;member of federal parliament 1
Sabine Sütterlin-Waack;Sabine;Sütterlin-Waack;CDU;member of federal parliament 1
Sabine Weiss;Sabine;Weiss;CDU;member of federal parliament 2
Sabine Zimmermann;Sabine;Zimmermann;Die Linke;member of federal parliament 2
Sahra Wagenknecht;Sahra;Wagenknecht;Die Linke;member of federal parliament 1
Sandra Weeser;Sandra;Weeser;FDP;member of federal parliament 2
Sarah Ryglewski;Sarah;Ryglewski;SPD;member of federal parliament 1
Sascha Raabe;Sascha;Raabe;SPD;member of federal parliament 1
Saskia Esken;Saskia;Esken;SPD;member of federal parliament 1
Sebastian Brehm;Sebastian;Brehm;CSU;member of federal parliament 2
Sebastian Edathy;Sebastian;Edathy;SPD;member of federal parliament 1
Sebastian Hartmann;Sebastian;Hartmann;SPD;member of federal parliament 1
Sebastian Münzenmaier;Sebastian;Münzenmaier;AfD;member of federal parliament 2
Sebastian Steineke;Sebastian;Steineke;CDU;member of federal parliament 1
Sepp Müller;Sepp;Müller;CDU;member of federal parliament 2
Sevim Dağdelen;Sevim;Dağdelen;Die Linke;member of federal parliament 1
Sibylle Pfeiffer;Sibylle;Pfeiffer;CDU;member of federal parliament 1
Siegbert Droese;Siegbert;Droese;AfD;member of federal parliament 2
Siegmund Ehrmann;Siegmund;Ehrmann;SPD;member of federal parliament 1
Siemtje Möller;Siemtje;Möller;SPD;member of federal parliament 2
Sigrid Hupach;Sigrid;Hupach;Die Linke;member of federal parliament 1
Silke Launert;Silke;Launert;CSU;member of federal parliament 1
Silvia Breher;Silvia;Breher;CDU;member of federal parliament 2
Simone Barrientos;Simone;Barrientos;Die Linke;member of federal parliament 2
Simone Raatz;Simone;Raatz;SPD;member of federal parliament 1
Sonja Steffen;Sonja;Steffen;SPD;member of federal parliament 1
Sönke Rix;Sönke;Rix;SPD;member of federal parliament 1
Sören Bartol;Sören;Bartol;SPD;member of federal parliament 1
Sören Pellmann;Sören;Pellmann;Die Linke;member of federal parliament 2
Stefan Gelbhaar;Stefan;Gelbhaar;Die Grünen;member of federal parliament 2
Stefan Heck;Stefan;Heck;CDU;member of federal parliament 1
Stefan Kaufmann;Stefan;Kaufmann;CDU;member of federal parliament 1
Stefan Keuter;Stefan;Keuter;AfD;member of federal parliament 2
Stefan Liebich;Stefan;Liebich;Die Linke;member of federal parliament 1
Stefan Müller;Stefan;Müller;CSU;member of federal parliament 2
Stefan Rebmann;Stefan;Rebmann;SPD;member of federal parliament 1
Stefan Rouenhoff;Stefan;Rouenhoff;CDU;member of federal parliament 2
Stefan Ruppert;Stefan;Ruppert;FDP;member of federal parliament 2
Stefan Sauer;Stefan;Sauer;CDU;member of federal parliament 2
Stefan Schmidt;Stefan;Schmidt;Die Grünen;member of federal parliament 2
Stefan Schwartze;Stefan;Schwartze;SPD;member of federal parliament 1
Stefan Zierke;Stefan;Zierke;SPD;member of federal parliament 1
Steffen Bilger;Steffen;Bilger;CDU;member of federal parliament 1
Steffen Kampeter;Steffen;Kampeter;CDU;member of federal parliament 1
Steffen Kanitz;Steffen;Kanitz;CDU;member of federal parliament 1
Steffen Kotré;Steffen;Kotré;AfD;member of federal parliament 2
Steffen-Claudio Lemme;Steffen-Claudio;Lemme;SPD;member of federal parliament 1
Steffi Lemke;Steffi;Lemke;Die Grünen;member of federal parliament 1
Stephan Albani;Stephan;Albani;CDU;member of federal parliament 1
Stephan Brandner;Stephan;Brandner;AfD;member of federal parliament 2
Stephan Harbarth;Stephan;Harbarth;CDU;member of federal parliament 1
Stephan Kühn;Stephan;Kühn;Die Grünen;member of federal parliament 2
Stephan Mayer;Stephan;Mayer;CSU;member of federal parliament 2
Stephan Pilsinger;Stephan;Pilsinger;CSU;member of federal parliament 2
Stephan Protschka;Stephan;Protschka;AfD;member of federal parliament 2
Stephan Stracke;Stephan;Stracke;CSU;member of federal parliament 1
Stephan Thomae;Stephan;Thomae;FDP;member of federal parliament 2
Susann Rüthrich;Susann;Rüthrich;SPD;member of federal parliament 1
